Temperature_C,Precipitation_mm_day,Humidity_Percent,Solar_Radiation_MJ_m2_day,Latitude,Longitude,Elevation_m,Month_Sin,Month_Cos,Heat_Index,Temp_Humidity,Rainfall_Humidity,Temp_Solar,Prev_Month_Production,Prev_2Month_Production,Rolling_3Month_Avg,State_Encoded,Production_MKgs
19.05613626842113,4.05658085037509,45.514240152763705,12.383382833106038,26.5,92.7,120,-1.0,-1.8369701987210287e-16,21.33184827605932,867.3255625047098,184.63219502307425,235.9794307316956,33.122592693711894,30.94334117973184,32.03296693672186,0,33.31591430757556
22.32632750430992,1.899145778479532,37.14793079161639,14.693155211394904,26.5,92.7,120,-1.0,-1.8369701987210287e-16,24.18372404389073,829.3768689610663,70.54933594214808,328.0441953212607,33.31591430757556,33.122592693711894,32.46061606033977,0,33.3618597829517
20.19399192998544,3.0689937073141844,38.45423453413222,17.138580913528187,26.5,92.7,120,-1.0,-1.8369701987210287e-16,22.11670365669205,776.5445018560334,118.01580380483558,346.0963646591907,33.3618597829517,33.31591430757556,33.26678892807972,0,31.37169298723774
20.195352197097662,0.3326600887294242,45.19608139407154,14.746997436868172,26.5,92.7,120,-1.0,-1.8369701987210287e-16,22.45515626680124,912.7507816819676,15.034932446774118,297.82080708724925,31.37169298723774,33.3618597829517,32.683155692588336,0,21.44648013946847
23.102303951045045,2.110028925026074,54.43437747251061,14.101277722115162,26.5,92.7,120,-1.0,-1.8369701987210287e-16,25.82402282467057,1257.559533755859,114.85811098278512,325.7720040344046,21.44648013946847,31.37169298723774,28.726677636552637,0,38.21214432287847
19.775343900618346,1.436740457373911,49.9133336003474,15.136261565070956,26.5,92.7,120,-1.0,-1.8369701987210287e-16,22.27101058063571,987.0533371731586,71.71250574601973,299.32477781898984,38.21214432287847,21.44648013946847,30.343439149861563,0,30.50673724323734
19.52210390626718,0.1,40.38582935545334,15.133086838738633,26.5,92.7,120,-1.0,-1.8369701987210287e-16,21.541395374039848,788.4163570179354,4.038582935545334,295.4296936884199,30.50673724323734,38.21214432287847,30.055120568528096,0,21.16998266821681
20.579549713792822,6.029481253731235,51.96899762745354,13.510964701748236,26.5,92.7,120,-1.0,-1.8369701987210287e-16,23.177999595165502,1069.4985702501613,313.34609696993414,278.04956976092785,21.16998266821681,30.50673724323734,29.962954744777544,0,34.36642808621053
16.442559502191443,4.870768279418723,50.23492525083246,13.916622993634316,26.5,92.7,120,-1.0,-1.8369701987210287e-16,18.954305764733068,825.9907475249521,244.68268043072536,228.82490164239783,34.36642808621053,21.16998266821681,28.681049332554892,0,32.55930407035081
20.027858583825893,1.8304294822203504,46.58467808614284,13.783459382114083,26.5,92.7,120,-1.0,-1.8369701987210287e-16,22.35709248813304,932.9913448823218,85.26996818862014,276.05317530088905,32.55930407035081,34.36642808621053,29.365238274926053,0,35.711350708214546
16.886741652952193,3.0906995591316364,34.75656518002974,16.632191272976545,26.5,92.7,120,-1.0,-1.8369701987210287e-16,18.62456991195368,586.925136939156,107.4221006788479,280.863517149241,35.711350708214546,32.55930407035081,34.212360954925295,0,32.57680334455767
18.048253494045333,3.985963249656036,37.40480888934446,17.948573097256084,26.5,92.7,120,-1.0,-1.8369701987210287e-16,19.918493938512555,675.091472731209,149.09419359333444,323.9403971156802,32.57680334455767,35.711350708214546,33.61581937437434,0,33.11622086209604
16.41772719000951,0.1,37.05400353312378,17.295291853803686,26.5,92.7,120,-0.8660254037844386,0.5000000000000001,18.2704273666657,608.3425213044749,3.7054003533123785,283.9493833273428,33.11622086209604,32.57680334455767,33.801458304956085,0,22.06286574718324
14.383012794213624,2.220028777523365,55.00270886592782,17.493126664489527,26.5,92.7,120,-0.8660254037844386,0.5000000000000001,17.133148237510017,791.104665335047,122.10759652409928,251.6038646261524,22.06286574718324,33.11622086209604,29.251963317945652,0,31.79108960579392
13.87539257254779,4.170727725962801,40.3240980504408,19.324901607526307,26.5,92.7,120,-0.8660254037844386,0.5000000000000001,15.89159747506983,559.5126905837751,168.180833763416,268.1405962302874,31.79108960579392,22.06286574718324,28.99005873835773,0,32.717204386079
17.251334695530012,1.509227751859873,39.11235193982233,17.723708622864777,26.5,92.7,120,-0.8660254037844386,0.5000000000000001,19.20695229252113,674.7402740432376,59.0294469880902,305.7576294990916,32.717204386079,31.79108960579392,28.857053246352052,0,28.46398181085445
14.569392581480065,4.5827383625617895,41.83655887057414,17.324687884372963,26.5,92.7,120,-0.8660254037844386,0.5000000000000001,16.66122052500877,609.5332504435968,191.72600329375484,252.41017913904105,28.46398181085445,32.717204386079,30.99075860090912,0,29.20081913275401
16.398119391146942,2.0231091103748486,48.23790860423138,16.422029604707358,26.5,92.7,120,-0.8660254037844386,0.5000000000000001,18.81001482135851,791.0109844714204,97.5905523626498,269.2904021029409,29.20081913275401,28.46398181085445,30.12733510989582,0,32.446629178752204
13.987965237000596,0.7951656391169735,56.94437891231177,18.187494040944404,26.5,92.7,120,-0.8660254037844386,0.5000000000000001,16.835184182616185,796.5359926680069,45.28021345192749,254.40603439288583,32.446629178752204,29.20081913275401,30.037143374120223,0,27.965048840047785
18.90228721559008,5.142084516862852,64.90495158440368,15.848978655667926,26.5,92.7,120,-0.8660254037844386,0.5000000000000001,22.147534794810262,1226.8520365623667,333.7467466098952,299.58194662319187,27.965048840047785,32.446629178752204,29.870832383851337,0,34.363555135315586
20.12149584976397,6.734224549578847,45.68777873647864,18.45735642643153,26.5,92.7,120,-0.8660254037844386,0.5000000000000001,22.405884786587905,919.3064502309896,307.6717611829209,371.3896207320564,34.363555135315586,27.965048840047785,31.591744384705194,0,34.22380806894937
14.938997704778943,2.071906383403077,45.47907834709808,13.547118252896624,26.5,92.7,120,-0.8660254037844386,0.5000000000000001,17.21295162213385,679.41184704276,94.22839273864118,202.3803684863916,34.22380806894937,34.363555135315586,32.18413734810425,0,35.03338315783658
17.001834375248762,1.2684323750953357,48.47415036774503,18.127080685057685,26.5,92.7,120,-0.8660254037844386,0.5000000000000001,19.425541893636016,824.149476033305,61.48618168168727,308.1936235141216,35.03338315783658,34.22380806894937,34.54024878736718,0,33.57859385397641
18.40242784432789,2.407392118649335,31.3744956428884,15.487870533623894,26.5,92.7,120,-0.8660254037844386,0.5000000000000001,19.97115262647231,577.3668922204336,75.53071353728744,285.0144199573058,33.57859385397641,35.03338315783658,34.27859502692078,0,34.68871534048874
16.559937252639642,0.9725647700956848,67.24550776124585,17.19383177296284,26.5,92.7,120,-0.8660254037844386,0.5000000000000001,19.922212640701936,1113.5813890481234,65.40061179578365,284.7287752927065,34.68871534048874,33.57859385397641,34.43356411743392,0,32.11863230569527
14.852675986239529,2.129824982211653,47.41746576258324,16.184862843299353,26.5,92.7,120,-0.8660254037844386,0.5000000000000001,17.22354927436869,704.2762550602552,100.99090317431552,240.38852369325272,32.11863230569527,34.68871534048874,33.46198050005347,0,34.04182249004651
11.836141184232556,6.616455601272515,49.36763166193218,16.85493033219441,26.5,92.7,120,-0.8660254037844386,0.5000000000000001,14.304522767329164,584.3222582818186,326.6387430311495,199.4973350622568,34.04182249004651,32.11863230569527,33.61639004541018,0,31.56435796084844
16.98663580176178,3.5932151120821856,40.81262968286152,18.05046481911349,26.5,92.7,120,-0.8660254037844386,0.5000000000000001,19.02726728590485,693.2692765349409,146.648557740272,306.6166719347946,31.56435796084844,34.04182249004651,32.57493758553008,0,34.85661630003419
22.7987226201624,0.5188350215462414,42.86583902647605,13.778417276763404,26.5,92.7,120,-0.8660254037844385,-0.5000000000000004,24.9420145714862,977.2863738451596,22.24029851489942,314.1303136377822,34.85661630003419,31.56435796084844,33.48759891697639,0,32.95348809575074
24.174094136476345,0.50420782020106,48.41357813659525,8.018646628098658,26.5,92.7,120,-0.8660254037844385,-0.5000000000000004,26.59477304330611,1170.3543953577066,24.410504700386387,193.8435184347956,32.95348809575074,34.85661630003419,33.124820785544465,0,30.9058890980409
25.173714187600545,5.483133772752752,39.75520132326572,10.150553405595838,26.5,92.7,120,-0.8660254037844385,-0.5000000000000004,27.16147425376383,1000.7860755824104,217.9830870181832,255.527130278445,30.9058890980409,32.95348809575074,32.90533116460861,0,30.27083297714407
23.8457965811718,1.7845264707660826,49.89301831895138,12.240774873554033,26.5,92.7,120,-0.8660254037844385,-0.5000000000000004,26.340447497119367,1189.7387656543929,89.03541189658581,291.8910276306884,30.27083297714407,30.9058890980409,31.37673672364524,0,26.30069579639224
28.629317133347023,0.1,53.169573447307336,8.580926193215518,26.5,92.7,120,-0.8660254037844385,-0.5000000000000004,31.28779580571239,1522.208580067749,5.316957344730734,245.66605728341128,26.30069579639224,30.27083297714407,29.15913929052574,0,17.56751341455565
23.11991102660604,1.3637036757049776,59.20967823684016,8.846206773230836,26.5,92.7,120,-0.8660254037844385,-0.5000000000000004,26.080394938448045,1368.9224927497166,80.74445584888795,204.52351352005664,17.56751341455565,26.30069579639224,24.713014062697322,0,27.78313284941317
25.36390594258993,0.4816890079458829,50.272822744218765,10.80478541844847,26.5,92.7,120,-0.8660254037844385,-0.5000000000000004,27.87754707980087,1275.1151475528604,24.21586611430196,274.0515610833942,27.78313284941317,17.56751341455565,23.88378068678702,0,20.54900073363591
